1 1 -1.89382716 1 . . 0 . 1 . 0 .
2 1 1.1061728395 . 1 . . 1 . 0 . 1
3 0 -1.89382716 . . 5 . . 0 . 5 3
4 1 -0.89382716 . 1 . . 1 . . . .
5 1 -0.89382716 2 . . 3 . 3 . 1 .
6 0 -2.89382716 1 . . 0 . 0 . 0 .
7 0 -3.89382716 . 3 . . . 0 . 10 .
8 0 -7.89382716 0 . . . 0 . 4 . .
9 0 -5.89382716 . . 5 . 3 . 2 . 0
10 0 0.1061728395 . . 2 . 3 . 6 . .
11 0 -0.89382716 1 . . 4 . 1 . . .
12 0 3.1061728395 . . 1 . . 1 . 0 .
13 1 0.1061728395 . 1 . 0 . 1 . 3 .
14 1 0.1061728395 2 . 1 . . 4 . 1 .
15 1 3.1061728395 . . 0 . . . 0 . .
16 1 2.1061728395 . 0 . 0 . 2 . 1 .
17 0 1.1061728395 2 . . 2 . 2 . 2 .
18 0 -0.89382716 . 0 . 1 . 1 . 2 .
19 1 0.1061728395 . 5 . 4 . . . 5 .
20 0 2.1061728395 . . 2 . 4 . 4 . 0
21 0 -0.89382716 . 0 . 0 . 0 . 0 .
22 0 5.1061728395 . . 0 . 1 . 2 . 0
23 0 0.1061728395 0 . . 1 . 1 . 3 .
24 1 -0.89382716 . 2 . 0 . 0 . 2 .
25 0 0.1061728395 . . 2 . 0 . . . .
26 1 -0.89382716 1 . 3 . . 2 . 5 .
27 0 2.1061728395 . . 7 . 6 . 6 . 5
28 1 1.1061728395 . 2 . 2 . 3 . 2 .
29 0 1.1061728395 1 . . 0 . 0 . 0 .
30 1 1.1061728395 . 1 . 0 . 2 . 0 .
31 1 -1.89382716 . . 2 . 3 . 5 . 4
32 1 0.1061728395 2 . . 1 . 0 . 0 .
33 0 2.1061728395 0 . . 2 . . . . .
34 0 4.1061728395 . 2 . 1 . 2 . 1 .
35 1 5.1061728395 0 . . 3 . 1 . 0 .
36 1 3.1061728395 . 1 . 1 . 0 . 1 .
37 0 -4.89382716 . 1 . . . 0 . 3 .
38 1 -0.89382716 . . 6 . . 6 . . .
39 0 2.1061728395 . 2 . . 0 . 0 4 .
40 1 2.1061728395 . . 2 . 2 . . 1 0
41 0 0.1061728395 . 1 . . 3 . 3 . .
42 0 1.1061728395 . 0 . 1 . . 2 . 2
43 0 4.1061728395 1 . . 2 . . . . .
44 0 4.1061728395 . 0 . 0 . 2 . 2 .
45 0 -1.89382716 . 1 . 2 . 2 . 1 .
46 1 0.1061728395 4 . . 2 . 3 . 1 .
47 0 -0.89382716 . . 3 . 2 . 2 . 2
48 1 1.1061728395 . 1 . . . . 2 . 0
49 0 0.1061728395 0 . . 0 0 . 0 . .
50 1 0.1061728395 0 . . 1 . 0 . 0 .
51 1 4.1061728395 . . 3 . 5 . 0 . 0
52 1 -0.89382716 2 . 5 . . 2 . 5 .
53 0 1.1061728395 1 . . 2 . 3 . . .
54 1 -2.89382716 . 0 . 1 . 1 . 0 .
55 1 1.1061728395 . . 3 . 2 . 0 . 2
56 1 1.1061728395 . 0 . 0 . 1 . 1 .
57 1 0.1061728395 1 . 1 . 0 . 1 . .
58 0 -3.89382716 . . 1 . 0 . . . .
59 1 -0.89382716 . . 3 . 5 . 5 . 3
60 0 0.1061728395 . 0 . 0 . 2 . 5 .
61 0 -2.89382716 . 1 . 1 . 4 . 3 .
62 1 0.1061728395 . 1 . 2 . 2 . 4 .
63 1 4.1061728395 . . 0 . 6 . . . .
64 0 1.1061728395 . . 0 . . 1 . . .
65 0 -2.89382716 . 0 . 2 . 0 . . 1
66 0 3.1061728395 0 . 1 . . 2 2 . .
67 0 -4.89382716 2 . . 4 . 4 . 4 .
68 0 0.1061728395 . . 1 . . . . . .
69 0 0.1061728395 . 2 . . 1 . 2 . 1
70 1 1.1061728395 3 . . 1 . 1 . 1 .
71 0 0.1061728395 0 . 1 . . 4 . 2 .
72 0 -1.89382716 . 2 . 4 . 1 . 1 .
73 1 -2.89382716 . 2 . . 5 . 6 7 .
74 0 1.1061728395 2 . . 2 . 0 . 1 .
75 1 -2.89382716 . . 5 . 10 . . 8 10
76 0 0.1061728395 . 1 . 1 . 3 . 5 .
77 0 2.1061728395 . . 0 . . . . . .
78 0 1.1061728395 . . 1 . 0 . 0 . 3
79 0 0.1061728395 . 0 . . 0 . . 0 .
80 1 -3.89382716 2 . . 3 . 3 . 7 .
81 0 1.1061728395 . 0 . . 1 . 0 . 1
82 1 0.1061728395 . 0 . . 2 . 5 . 3
83 1 -5.89382716 . 1 . 3 . 5 . 8 .
84 1 0.1061728395 . 3 . 6 . 4 . 5 .
85 1 1.1061728395 1 . . 1 2 . 1 . .
86 1 3.1061728395 0 . 1 . . 1 2 . .
87 0 -1.89382716 . 0 . . 0 . 0 . 0
88 1 -4.89382716 . . 4 . . . 2 . 0
89 0 2.1061728395 . . 1 . 1 . . 1 1
90 0 1.1061728395 . . 1 . 0 . 0 . 0
91 1 0.1061728395 . 1 . 0 . 0 . 0 .
92 1 3.1061728395 . 0 . 1 . 0 . 1 .
93 0 2.1061728395 2 . . 1 . 4 . 4 .
94 0 2.1061728395 0 . . 0 . . . . .
95 0 -0.89382716 . . 1 . 0 . . 1 0
96 0 1.1061728395 . 1 . 1 . 0 . 2 .
97 1 -2.89382716 3 . . 5 . 1 . 4 .
98 0 2.1061728395 0 . . 0 . 0 . 0 .
99 1 -0.89382716 4 . . 2 2 . 0 . .
100 1 3.1061728395 . 3 . . 1 . 0 . 0
101 1 3.1061728395 . 0 . 0 . 0 . 0 .
102 1 3.1061728395 . 2 . 0 . 1 . 0 .
103 1 2.1061728395 . 3 . 6 . 7 . 9 .
104 1 1.1061728395 . . 5 . 3 . . . .
105 1 1.1061728395 . 1 . 3 . 0 . 2 .
106 1 0.1061728395 . . 2 . 3 . 1 . 0
107 0 3.1061728395 . 3 . 1 . 1 . 0 .
108 1 3.1061728395 . 7 . . 1 . 3 3 .
109 0 2.1061728395 . 1 . 2 . 1 . 2 .
110 0 -1.89382716 . 1 . . . 0 . 0 .
111 0 -3.89382716 . . 1 . 0 . . 3 .
112 0 3.1061728395 0 . 0 . . 2 . 0 .
113 1 -0.89382716 . 1 . 0 . 0 . 0 .
114 1 -2.89382716 . . 1 . 0 . . . .
115 1 2.1061728395 . 0 . . 4 . 4 . 2
116 0 1.1061728395 1 . 1 . . 1 2 . .
117 0 -0.89382716 . 3 . . 2 . 4 . 3
118 0 3.1061728395 . . 2 . 1 . 1 . 2
119 1 4.1061728395 . 2 . 6 . 6 . 6 .
120 0 2.1061728395 . 1 . 2 . 1 . 2 .
121 1 1.1061728395 . 3 . 4 . 4 . 1 .
122 1 3.1061728395 . 0 . 0 . 1 . 1 .
123 1 4.1061728395 . . 1 . 3 . 1 . 5
124 1 1.1061728395 . 0 . . 0 . 0 . 2
125 1 -6.89382716 1 . . 4 . 4 . 5 .
126 1 1.1061728395 . . 1 . . . 4 . 0
127 0 -2.89382716 . 1 . 3 . 2 . 3 .
128 1 3.1061728395 . . 1 . . . . . .
129 0 4.1061728395 . 0 . 0 . . 0 . 1
130 1 1.1061728395 0 . . 0 . 1 . 1 .
131 1 0.1061728395 . 2 . . . . . . 4
132 0 4.1061728395 . 2 . . . . . . .
133 1 -1.89382716 . . 5 . 5 . 5 . .
134 0 0.1061728395 0 . . 2 . 0 . 1 .
135 1 -2.89382716 . 1 . 4 . 1 . 1 .
136 0 2.1061728395 1 . . 0 . 0 . . .
137 1 -0.89382716 . . 2 . 2 . 7 . .
138 1 -0.89382716 2 . . 6 . 3 . 5 .
139 1 1.1061728395 . . 4 . 2 . 2 . 2
140 1 1.1061728395 . 3 . 1 . . . . .
141 0 -2.89382716 . 1 . . . . . . .
142 1 0.1061728395 . . 0 . 2 . 2 . 4
143 0 -1.89382716 2 . . 2 . 0 . 0 .
144 0 3.1061728395 . 0 . 1 . 1 . 1 .
145 0 2.1061728395 . 1 . 3 . 3 . 3 .
146 1 2.1061728395 . 0 . . 1 . 0 . 0
147 1 0.1061728395 . 3 . . 2 . . . .
148 0 0.1061728395 . 3 . 2 . . . 5 .
149 0 2.1061728395 . 0 . 0 . 0 . 0 .
150 0 -2.89382716 0 . . 0 . 0 . 0 .
151 1 -0.89382716 . 1 . . 4 . 2 . 1
152 0 -4.89382716 2 . 1 . 0 . 0 . .
153 0 3.1061728395 . 0 . 1 . . 0 0 .
154 1 -2.89382716 2 . . 1 . 0 . 2 .
155 0 -3.89382716 0 . . 0 . 0 . . .
156 1 3.1061728395 . . 0 . 0 . 0 . .
157 1 1.1061728395 . 0 . 0 . 0 . 0 .
158 0 0.1061728395 . . 0 . 1 . . 1 3
159 0 3.1061728395 . . 0 . . 0 . 0 0
160 1 -0.89382716 1 . 1 . . 0 5 . .
161 0 -4.89382716 1 . . 1 . 2 . 6 .
162 0 1.1061728395 . 4 . . 2 . . . .
163 0 1.1061728395 . . 1 . 0 . . . 0
164 0 0.1061728395 . 2 . 3 . 2 . 0 .
165 1 -0.89382716 5 . . 2 . 0 . . .
166 1 0.1061728395 . . 5 . 1 . 6 . 4
167 1 0.1061728395 9 . . 8 . 10 . 9 .
168 1 2.1061728395 . 3 . 2 . 4 . 4 .
169 0 5.1061728395 . . 2 . 0 . . . .
170 1 5.1061728395 4 . . 4 . . . 4 .
171 1 -0.89382716 . 4 . 3 . 5 . 4 .
172 0 -0.89382716 3 . . 2 . . . . .
173 0 0.1061728395 . 6 . 2 . 7 . 3 .
174 1 0.1061728395 . . 1 . 3 . . 3 1
175 1 0.1061728395 . 1 . 6 . 2 . 3 .
176 0 4.1061728395 . 2 . 0 . 3 . 4 .
177 0 0.1061728395 1 . . 0 . 2 0 . .
178 0 -4.89382716 . . 1 . 1 . 2 . 1
179 0 3.1061728395 . 0 . 0 . . 0 0 .
180 1 0.1061728395 . . 3 . 2 . 3 . 4
181 1 -4.89382716 . 4 . 2 . 1 . . .
182 1 -0.89382716 . 0 . . 0 . 0 . 0
183 1 0.1061728395 1 . 3 . 2 . 3 . .
184 0 0.1061728395 . . 2 . 1 . 4 . .
185 0 1.1061728395 0 . . 1 . 1 . 0 .
186 1 -0.89382716 . . 3 . . . 2 . .
187 0 -2.89382716 1 . . 0 . 1 . 2 .
188 1 3.1061728395 0 . 0 . 0 . 0 . .
189 0 -2.89382716 0 . . 0 . 1 . 0 .
190 0 1.1061728395 1 . 3 . 3 . 5 . .
191 1 2.1061728395 . 0 . . 0 . 0 . 0
192 1 4.1061728395 . . 0 . 3 . . 1 1
193 0 -3.89382716 . 4 . . 2 . . . .
194 1 -0.89382716 3 . . 5 . . . . .
195 1 4.1061728395 3 . 0 . . 3 0 . .
196 0 1.1061728395 . . 1 . 1 . 2 . 1
197 0 1.1061728395 . . 4 . 4 . . 3 2
198 0 3.1061728395 . . 0 . 2 . . . .
199 1 -0.89382716 . 5 . . 2 . 1 . 7
200 1 -5.89382716 . 1 . 2 . . 3 1 .
201 1 -5.89382716 . 1 . 2 . 1 . 1 .
202 0 -2.89382716 . 0 . . 0 . 0 . 0
203 0 -3.89382716 . . 0 . . 0 . 3 0
204 1 -0.89382716 . 3 . 4 . 3 . 5 .
205 1 -6.89382716 . 4 . 8 . 6 . . .
206 0 2.1061728395 5 . . 1 . 0 . . .
207 0 0.1061728395 2 . . 2 . 4 . 3 .
208 0 -0.89382716 . 3 . . 6 . . . .
209 1 -3.89382716 . . 2 . 4 . . . .
210 0 -4.89382716 5 . . 1 . . . . .
211 0 3.1061728395 . 0 . 1 . 0 . 1 .
212 0 2.1061728395 . 0 . 1 . . . . .
213 0 2.1061728395 . . 0 . 0 . . . .
214 0 4.1061728395 0 . 2 . . . . . .
215 1 0.1061728395 . 4 . . 3 . 3 4 .
216 1 -1.89382716 2 . . 7 . . . . .
217 1 5.1061728395 . 0 . . 3 . 2 5 .
218 0 -4.89382716 . 0 . . . . . . .
219 0 -2.89382716 1 . 2 . . 1 2 . .
220 0 1.1061728395 . . 0 . 1 . 2 . 1
221 0 0.1061728395 . . 1 . 3 . 2 . 1
222 0 0.1061728395 . 2 . 5 . 5 . 7 .
223 1 -0.89382716 . . 0 . 0 . . . .
224 1 -2.89382716 . 1 . . 4 . 2 . 4
225 0 4.1061728395 . . 0 . . 0 . 1 .
226 1 -1.89382716 . 1 . 1 . 0 . 1 .
227 1 4.1061728395 4 . . 0 . 4 . 4 .
228 0 3.1061728395 . . 0 . 0 . 0 . 0
229 1 1.1061728395 . 2 . . 6 . 5 . 4
230 0 -1.89382716 . . 4 . 0 . . . 6
231 1 1.1061728395 . 5 . . 4 . 5 . 5
232 0 1.1061728395 . . 6 . 6 . 3 . 4
233 0 0.1061728395 . 1 . . . 0 . 2 .
234 1 2.1061728395 . . 0 . 1 . 3 . 3
235 1 -2.89382716 2 . 2 . . 0 . . .
236 1 1.1061728395 . 7 . . 5 . 5 . 4
237 1 2.1061728395 . 2 . 2 . 4 . 5 .
238 0 0.1061728395 3 . . 0 . . . . .
239 0 0.1061728395 . . 3 . 8 . . . .
240 0 -4.89382716 0 . . 6 . 3 . 3 .
241 0 3.1061728395 . 1 . . 1 . . . .
242 0 0.1061728395 . 2 . 4 . . . . .
243 0 1.1061728395 . 0 . 0 . . . . .
244 1 3.1061728395 1 . . 3 . 3 . 2 .
245 0 -6.89382716 . . 3 . 1 . 2 . 3
246 0 -0.89382716 . 5 . 2 . 1 . 2 .
247 0 1.1061728395 . 1 . 0 . . . . .
248 0 0.1061728395 . . 2 . 1 . 0 . 1
249 0 0.1061728395 . 0 . . . . . 0 .
250 1 2.1061728395 3 . . 3 . 2 . 9 .
251 1 1.1061728395 . 0 . 2 . 3 . 2 .
252 0 -2.89382716 . 3 . 2 . . 1 1 .
253 1 -1.89382716 . . 3 . 0 . 4 . 1
254 1 1.1061728395 . 5 . 6 . . . . .
255 1 3.1061728395 1 . . 5 . 2 . 2 .
256 0 0.1061728395 . 1 . . . . 2 . 1
257 1 -1.89382716 . . 6 . 7 . . . .
258 1 -1.89382716 . 4 . 3 . 4 . 4 .
259 1 3.1061728395 . 0 . 1 . 1 . 0 .
260 1 0.1061728395 . . 2 . 1 . . . .
261 1 2.1061728395 0 . . . . 2 1 . .
262 0 -0.89382716 . 3 . . 1 . 0 . 7
263 0 0.1061728395 3 . . 0 . 0 . 5 .
264 0 1.1061728395 . 0 . 2 . . . . .
265 0 3.1061728395 . . 1 . . . . . .
266 1 1.1061728395 . . 1 . . . . . .
267 0 2.1061728395 0 . . 0 . 1 . 0 .
268 0 0.1061728395 . . 1 . 1 . . . .
269 1 4.1061728395 . 2 . 0 . 1 . 0 .
270 0 -1.89382716 . . 1 . 0 . 0 . .
271 1 -0.89382716 4 . . 1 . . . . .
272 1 0.1061728395 . . 6 . 5 . 4 . 5
273 1 0.1061728395 2 . . 1 . 0 . 3 .
274 0 -1.89382716 0 . 1 . . . 2 . .
275 0 3.1061728395 . 1 . 0 . 0 . 0 .
276 0 1.1061728395 . 1 . . 1 . 0 . 0
277 0 3.1061728395 . 3 . 0 . 0 . 0 .
278 1 2.1061728395 . . 3 . . 4 . 1 .
279 1 -5.89382716 . 3 . . 3 4 . 6 .
280 1 -1.89382716 4 . . 3 . 3 . 2 .
281 1 -2.89382716 3 . . 1 . 7 . 4 .
282 0 1.1061728395 . . 1 . 0 . 3 . 0
283 1 -6.89382716 4 . 7 . . . . . .
284 1 2.1061728395 . 5 . . 2 . . . 1
285 1 -2.89382716 . 2 . . 2 . . . .
286 1 1.1061728395 . 3 . . 1 . 0 . .
287 0 2.1061728395 . 0 . 1 . 0 . 0 .
288 0 3.1061728395 0 . . 0 . 2 . 1 .
289 0 0.1061728395 . . 4 . 2 . 0 . 0
290 0 4.1061728395 0 . . 0 . . . . .
291 1 -0.89382716 0 . . 0 . 3 . 2 .
292 1 3.1061728395 0 . . 0 . . . . .
293 0 0.1061728395 . . 0 . 3 . . . .
294 0 -3.89382716 . . 0 . . 4 . 5 .
295 1 -1.89382716 . . 2 . 3 . 4 . 3
296 0 0.1061728395 . . 1 . 2 . 2 . 0
297 1 -2.89382716 . 2 . . 3 . 4 . 4
298 0 1.1061728395 . . 0 . . 0 1 . .
299 0 0.1061728395 . . 1 . 3 . 0 . 0
300 0 -0.89382716 . 0 . 2 . . 2 0 .
301 1 0.1061728395 4 . . 8 . . . . .
